id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,pathway_id
0,-0.00020584914554178048,-0.000247905764926946,-0.00029657496553044035,-0.0003029996567639536,-0.0002700063469635984,-0.00022518201965167497,-0.0002732820964400925,-0.0002590615952690424,-0.0002149523139064774,-0.0002527882758408563,-0.00017860426765028164,-0.00023192993939295312,-0.00022501317167303476,-0.00027113625423323223,-0.0002498197672716254,-0.0002633167845299204,-0.0002581702815589737,-0.00024951153145874236,-0.00025436131410309996,-0.0002861403545357463,-0.00030340208995931076,-0.0002861558682311574,-0.0002302029981089357,-0.0002693700175010206,-0.0002894514566878425,-0.00028171376735015147,-0.0002444697351021945,-0.0002925780120053424,-0.0002924417685359452,-0.0003074884342642391,-0.00023507064223094842,-0.0002747392920691156,-0.0003007568730424318,-0.0002549731572710796,-0.00032920625947564086,-0.0003016844363338944,-0.00024104625742563343,-0.0002471145579680405,-0.00030074397421327897,-0.00020309568322278033,-0.00026277421966334986,-0.0002689164660358791,-0.0002989813048489256,-0.0002287236971752472,-0.00029217644020243814,-0.00025080537537500776,-0.00023951718104192434,-0.00020750667880701354,-0.0002463896667390295,-0.0003465009824693316,-0.0002886447992741397,-0.00027248649370270264,-0.00027443356086987217,-0.00022720232573194136,-0.0002764005224642174,-0.0003167893773107506,-0.00024761580550456075,-0.00019449805712595062,-0.00028001386685896456,-0.00026744955670483165,-0.00024231476974633792,-0.00023162503359090852,-0.0002694434736626426,-0.00017594926522406675,-0.000280285079676808,-0.00023680272439135938,-0.00023757237007189546,-0.0002459176156654946,-0.00021305265778142965,-0.000312180451883384,-0.00028274112821875016,-0.0002650160073824293,-0.00015035075653184622,-0.00026909763685888143,-0.0002681452864442904,-0.0002809662739524048,-0.0002531286322485018,-0.00019216062530556113,-0.0002651238850938006,-0.0002591339464953657,-0.00024091129303354658,-0.0003422509512432447,-0.00030969864626109804,-0.0002589050512219488,-0.0002647386638182826,-0.00030735598387349785,-0.0002381890165122608,-0.0002922390239484886,-0.00022341496888048692,-0.0001520028492945021,-0.0002474382487501177,-0.00023060274538360897,-0.00026158742164775716,-0.0002830906411573106,-0.0003090003345324274,-0.0002993782873958825,-0.00019413702784584554,-0.00031165303329610964,-0.00020922499290956326,-0.00024182190267243,-0.0002577447482457695,-0.00028262042562721764,-0.00028376436524823795,-0.00023905263424437242,-0.0002460828152984822,-0.0003262986062767339,-0.00028093164288436423,-0.00023002607443981383,-0.000273980134175168,-0.00034200408255599787,-0.0002443921507738331,-0.00038805935245071163,-0.0005167728529034608,path:hsa00190
1,-0.00018583238505979325,-0.00022540010145514203,-0.0002749654496031009,-0.0002792796400726999,-0.0002455721458312063,-0.00020736601699831428,-0.0002508362597657535,-0.00023747582147917926,-0.00020296540646198182,-0.00023155079447166415,-0.00015643615514565653,-0.00021344494164603128,-0.00020496754453685492,-0.00025058158758586987,-0.0002315033170315354,-0.00024031877686524965,-0.00023712104090148418,-0.00022895825055305424,-0.00023377616347950982,-0.0002639357035907442,-0.0002735679227655963,-0.00025753360946589984,-0.00021155683405564766,-0.00024667866606896876,-0.0002641697639637501,-0.00025833995531822785,-0.0002224375334840319,-0.00026806163111715246,-0.00027127452902900296,-0.0002798300999759355,-0.00021749973963823416,-0.00025156306266340556,-0.0002744435190779316,-0.00022744206061871725,-0.0002981482700076906,-0.0002744228755064518,-0.0002180850961496294,-0.00022686966841198983,-0.00027583609206858264,-0.0001878501405080265,-0.00024419208649969186,-0.0002499455487614452,-0.00027316939518312567,-0.00020136305757848604,-0.0002631004827367438,-0.0002288843301438579,-0.00021585954311893684,-0.00019018341582532737,-0.0002238369386929945,-0.00031744063278308466,-0.00026374810043799636,-0.0002523186137500718,-0.0002493655788927087,-0.00020910966372111604,-0.00025409626179358994,-0.00028560920067068936,-0.00022608006419548473,-0.00017481880948798037,-0.0002560474493595339,-0.0002451353398400222,-0.00021505473933844797,-0.00021336852514058008,-0.00024833796050471646,-0.00016513060366710693,-0.0002505915348646597,-0.0002200384420593378,-0.00021494603862702574,-0.00022461033675562827,-0.00019764253744690885,-0.0002842291529577233,-0.00025610832794636343,-0.000244818902783677,-0.00013923913494751796,-0.0002522532336844657,-0.0002449416932786713,-0.000258297921796375,-0.00022801025319530381,-0.00017699368647408316,-0.00023746295867636239,-0.0002354230879607545,-0.00022219107820040793,-0.000314363676516322,-0.0002832735432832785,-0.00023485823986506727,-0.0002470985286332833,-0.000283459521265888,-0.0002219674205778252,-0.00026562767830886995,-0.0002041357333052575,-0.00013667334855769643,-0.00022789534972480826,-0.00021134488450047091,-0.00023708582502915553,-0.00025481238808341413,-0.0002802553318151295,-0.0002728632815947901,-0.00017194698503853302,-0.000284286264907027,-0.00019508451456973412,-0.0002155763224003862,-0.00023479401268947174,-0.00025808188405320923,-0.00026221928538324303,-0.00021421185216694564,-0.00022450282123380976,-0.00029835156511791793,-0.000260476608240765,-0.00020734949395713286,-0.0002471673102894661,-0.0003182406220324614,-0.00022136428824925098,-0.0003582992591120329,-0.000470005014811313,path:hsa00072
2,-0.00017685746735732335,-0.00021918035156707623,-0.00026114107044399764,-0.0002644183791669424,-0.00023446144549078095,-0.0001932006828523493,-0.00024034300867073596,-0.00022146749979978496,-0.0001911023651507879,-0.00021626116055767225,-0.0001542961260054454,-0.00019673369481577367,-0.0001988290691343393,-0.00023237020992873986,-0.0002201209767971487,-0.00022743374110470937,-0.00022439532241772984,-0.00021547628389646142,-0.00022548255842120245,-0.00025203917940487704,-0.00026214226245808823,-0.00024959191422624003,-0.00020792824737654245,-0.0002337585145161556,-0.0002485821006767074,-0.00024835710448958907,-0.0002184947613590565,-0.00025537923418690665,-0.00025475350209972874,-0.0002691103543308792,-0.00020957812406815495,-0.0002444352970423841,-0.0002584163119257769,-0.0002179950955345533,-0.0002850484302640987,-0.00026138750991653025,-0.00021056445486072688,-0.00022080210237212467,-0.0002624534882853268,-0.0001788065876040396,-0.00022826712035054741,-0.0002358446772638249,-0.0002609089218438817,-0.00019697979050985895,-0.0002531379133468554,-0.00021801719623912533,-0.0002091095456913369,-0.00018332992680606585,-0.0002118078560202475,-0.00029757649235960466,-0.0002522104703168592,-0.00023824796043389176,-0.0002373332113011135,-0.00019925713991766274,-0.0002397793116677896,-0.00027109990282167074,-0.00021478382069233434,-0.000172920249560106,-0.00023953900751087683,-0.00023223220312260367,-0.0002093294096306726,-0.00020277162988009375,-0.0002333546093773368,-0.00015109127745628446,-0.00024099751300831363,-0.00021121191251453474,-0.0002073768309697093,-0.00021558433223617358,-0.00018392364512857202,-0.0002709229366081177,-0.0002480979465745331,-0.00023497941780378784,-0.0001255592647626718,-0.0002384275552128737,-0.00023291335540352398,-0.0002479703792087662,-0.00021890830006156387,-0.00016436652755315756,-0.00023056861430312416,-0.00022555362709935048,-0.00020693758615723001,-0.0002992431344400503,-0.0002696990475495988,-0.00022137162430451392,-0.000235685007531312,-0.0002684516387883954,-0.0002086747231789209,-0.0002561728689360017,-0.00019181859674059955,-0.00013781814319065237,-0.00021786480191791395,-0.00019757846284685994,-0.0002217781556015551,-0.000245359886413036,-0.0002682252444079069,-0.00025774929887583493,-0.000169959413350702,-0.0002661745487198823,-0.00017980261031754318,-0.0002062159328760249,-0.00022803962780803676,-0.00024621223925678853,-0.0002484874981166834,-0.0002104395149957373,-0.00021414420768253611,-0.0002817124301463383,-0.0002477674628668256,-0.00019597740822033686,-0.00023616836824560939,-0.0002975745973540098,-0.0002167656208707677,-0.0003346248450251801,-0.0004477402596096923,path:hsa01040
3,-0.00021020478987062254,-0.00024068439484205506,-0.00028883861179683864,-0.0002957827084570691,-0.0002721398271278502,-0.0002224029287603552,-0.00027454245280882485,-0.0002492829134102905,-0.00022250705611614235,-0.00024281525180846127,-0.00019015446389936269,-0.00022796812372347813,-0.00022423188215553216,-0.00026059100221792887,-0.00025314086854567896,-0.0002565100546929784,-0.00025899429548162264,-0.00024343298229708885,-0.0002535715906723458,-0.0002836408518513633,-0.00029212695922777927,-0.0002836302619876443,-0.0002295788974776089,-0.0002605303881469574,-0.00027902166110311204,-0.00028049022776358956,-0.0002444147972689665,-0.00028885710384739694,-0.0002820989134707353,-0.0003017572815193242,-0.00022753245275759727,-0.00026506535458553757,-0.0002936231297764912,-0.00024553959468985706,-0.0003116691513968545,-0.0002951825958894835,-0.00024207427840324368,-0.0002462227715049398,-0.000296884994595216,-0.00020846133353923804,-0.0002567307585392502,-0.00025687472728178117,-0.0002887656944766786,-0.0002250017751182973,-0.000280594980024368,-0.0002484750771675875,-0.0002356679548278999,-0.0002113353879259722,-0.00023106302769367227,-0.00032546670111991734,-0.0002825134729180285,-0.0002628614352581173,-0.0002687309090607317,-0.00021993305407953033,-0.0002728844042377574,-0.00030152620596277937,-0.000238245107650013,-0.0002087975374832923,-0.00027860663911172116,-0.00026068931679650665,-0.0002332909625593193,-0.00023544174193081176,-0.00026092018346323255,-0.000187778038911487,-0.0002676271654702792,-0.00023878095724426266,-0.0002358590099482874,-0.00024361922786756947,-0.0002146235556159386,-0.00029926297565770004,-0.00027627242454348466,-0.0002709216621885029,-0.00017116644776239944,-0.0002639169604206389,-0.0002614078615738735,-0.0002794851493776598,-0.000241641782686505,-0.0001965268634090119,-0.00026176763757322397,-0.00024845491486056285,-0.00023688032796825818,-0.0003268148529038138,-0.00029635545267647166,-0.00025403344258315694,-0.0002630831534159132,-0.00029602622350075416,-0.00023306162361407573,-0.00028696061265707547,-0.00022436883470865147,-0.0001758104950838856,-0.000244513349818157,-0.00022892072658909152,-0.00025082470716427345,-0.00027613980666031077,-0.00029191400216156704,-0.00029005673728295817,-0.0002070654472134219,-0.00029375714910017097,-0.0002109754517699649,-0.00023412489792023306,-0.0002483728862040071,-0.00027565724589828275,-0.0002688851968569004,-0.00023787640749281237,-0.00023696625812493692,-0.0003084711613224875,-0.0002757508138714598,-0.00022715595806880112,-0.00026717127041185916,-0.00032944258859969296,-0.0002430299920797261,-0.00036887840787974506,-0.0004908369577835273,path:hsa04672
4,-0.00015833164543399645,-0.0001856896950034879,-0.0002203788736588646,-0.00022530279875407209,-0.00020248006593941983,-0.00016783692187065063,-0.00020809285106619782,-0.00019289049387862656,-0.00016265991035441677,-0.0001888020501622298,-0.0001387636334158694,-0.00017287700353324481,-0.00017061164982366556,-0.00020001585634485557,-0.0001901559906036025,-0.0001980357451261109,-0.00019271957026202876,-0.00018830975395390024,-0.0001936108106060594,-0.00021709815508484998,-0.00022535877525137847,-0.0002152338772653679,-0.0001753927202284848,-0.0002033069083812879,-0.00021548360580828934,-0.00021435030611445836,-0.0001857553878095686,-0.000222785113276799,-0.00021829417627038894,-0.000232963510942341,-0.00017580714195243954,-0.00020440472937501274,-0.0002248557992671542,-0.0001893995455636926,-0.0002444716304587717,-0.00022684165786701448,-0.00018246056069306062,-0.00018987840723147284,-0.00022631989821489997,-0.00015574148130303685,-0.0001956363452031239,-0.00019827254833035184,-0.0002252907783414729,-0.00017202269751631215,-0.00021922235434359224,-0.00018919103707697082,-0.00018159676966279065,-0.00015718003619549095,-0.00018318927465440845,-0.0002549701832295151,-0.0002166723040816242,-0.00020219004777420377,-0.00020607813811105536,-0.00016855621832038482,-0.0002062172513758878,-0.00023650229825285927,-0.00018470660628417895,-0.00014897870745178007,-0.00021172519530229987,-0.00020172551013468386,-0.0001793056732689382,-0.00017463321914033326,-0.00020339233107090351,-0.00013952659544212774,-0.00021007971067224868,-0.00018123610466798656,-0.00018193802396385884,-0.00018602613435442694,-0.00016256814348754049,-0.000230606685406886,-0.0002111648548277022,-0.00020391056440702737,-0.00011945189409282474,-0.00020308335385849527,-0.00019954872137053445,-0.00021236350337997583,-0.00018864950675235567,-0.00014641187498720372,-0.00020188837543196736,-0.00019123511893651935,-0.00018504041402516905,-0.0002552247820997386,-0.0002324618955550437,-0.00019393980736249624,-0.00019699341031820776,-0.00022958372603240024,-0.00017783595219398538,-0.0002177411501355924,-0.00017121193592995517,-0.00012546093309707937,-0.0001851586779994018,-0.00017641915013267618,-0.00019250883637744517,-0.00021339549966836965,-0.00023023562020073053,-0.00022115956381439091,-0.00015134097416510362,-0.00022804753556960713,-0.00015855434515810068,-0.00017922963590122576,-0.00019124793467606074,-0.00021020392982235838,-0.0002093003035463846,-0.00018184123371034597,-0.00018303046135267185,-0.00024058801175372036,-0.00020866698163518526,-0.00017269885530250438,-0.0002062550673613203,-0.0002579503151880781,-0.0001851862556395505,-0.0002864194822451311,-0.0003839958040181732,path:hsa03460
5,-0.00019369562006273935,-0.00021775876733931765,-0.00026166155710500595,-0.0002672080637058908,-0.00024774680903824495,-0.00020297363110257245,-0.000249677509094043,-0.00022778995653246264,-0.00020142257813326073,-0.0002220541084198904,-0.0001740842534223676,-0.00021136452564027183,-0.00020474769632094746,-0.00023896168339886229,-0.00022927300742804844,-0.00023398665928399645,-0.0002373417048669015,-0.0002204228546435367,-0.0002299165732024053,-0.00025838127387072836,-0.0002678061163143889,-0.00025787268012373747,-0.00020726307475370828,-0.00023785949358526038,-0.0002541589666912528,-0.0002565321614940343,-0.0002214214397319574,-0.0002639145988339757,-0.00025880562612533493,-0.00027593190175689483,-0.00020527242010357586,-0.00023896198372521844,-0.00026847001864292085,-0.00022503096435123133,-0.00028295373912460377,-0.00026833681998306196,-0.00022168053165951722,-0.0002231361223621595,-0.0002691447827513805,-0.00019279110320865052,-0.0002329725064590112,-0.00023242211625009232,-0.00026348414883929725,-0.00020733821346257859,-0.0002550832430732841,-0.00022639080829607905,-0.0002132586779636066,-0.0001915952207502141,-0.00021071392800350592,-0.00029633859846877795,-0.0002579191004631831,-0.000236762326458919,-0.00024430502660523516,-0.0002005584535883944,-0.00024906967673742135,-0.00027530427687453684,-0.00021780248274706404,-0.0001889259642067186,-0.0002543099495550778,-0.0002368494579259583,-0.00021211047267565716,-0.0002147305445790154,-0.00023721927869808465,-0.00017529457997479022,-0.0002435004680596397,-0.00021515241235731206,-0.00021457849901252563,-0.0002217214522809393,-0.00019516135577548954,-0.00027214896718891137,-0.0002518225884364077,-0.0002470259800185639,-0.00015977305656519482,-0.00023963787456426677,-0.00023752697848255337,-0.00025339389068355,-0.00022015286891880528,-0.00018302955086481698,-0.00023744402636419857,-0.00022588278931255385,-0.0002183552780469911,-0.00029756684841462987,-0.00026840481496200844,-0.00023258325199198283,-0.00023602870842168703,-0.00026925799414264924,-0.0002123242423857408,-0.00026082805168252946,-0.0002056499302629336,-0.00016159133360506292,-0.00022264456962961854,-0.0002090672424636079,-0.0002283580431803931,-0.00025411929302442246,-0.0002655503838534322,-0.00026327328124607305,-0.00018950137588036258,-0.00026748445693808575,-0.00019544256602700008,-0.00021388039814482907,-0.00022400202567926015,-0.0002498595964628833,-0.0002444457810250077,-0.00021657393773846486,-0.00021678259151416098,-0.0002810434759787786,-0.0002492571495187653,-0.00020691806313373855,-0.00024371730895188283,-0.0002987477695098694,-0.00021935577454837383,-0.0003355207445373208,-0.00044802915269701363,path:hsa04310
6,-0.00022833882153307483,-0.0002793745335748789,-0.0003359592091053669,-0.00034387708398760526,-0.0003032659115617268,-0.00025483689630970634,-0.0003095858817171108,-0.0002896208671881102,-0.00024884078697938,-0.0002850086173282954,-0.00019725719135485755,-0.0002610208254951558,-0.00025414435156808886,-0.0003076380065267123,-0.00028625496104202336,-0.0002977020252997901,-0.00029295600084235194,-0.00028058963298363993,-0.00029159211150748935,-0.0003234363848517839,-0.00033863878563325896,-0.00031994086017879316,-0.0002641243450939698,-0.0003029747707497415,-0.0003251332933877149,-0.0003226730221999692,-0.00027834008070946214,-0.0003287782344058311,-0.0003320091508786349,-0.0003457309897507725,-0.00026844890572387314,-0.00031458770883260135,-0.0003373960240972927,-0.0002828313393703165,-0.00036820512017945843,-0.0003386690500307719,-0.00027344367291702603,-0.00028197657959485857,-0.00033968285470335025,-0.0002333843709705461,-0.00029774046832217065,-0.0003057601447877366,-0.00034005114988474905,-0.00025217268420156156,-0.0003259396900074644,-0.00028087964986937006,-0.000268827102385366,-0.0002374043423773875,-0.0002739019141368175,-0.00038912689419010727,-0.00032547047135196675,-0.00030989332174704816,-0.0003059046569966775,-0.0002595177762196823,-0.0003118286470811991,-0.00035410851195216713,-0.0002778619349425363,-0.0002193136685614052,-0.00031258204179635435,-0.0002998430007621019,-0.000268910946551802,-0.0002629177468720502,-0.0003034355359782493,-0.00020011320110480477,-0.0003109195411197219,-0.0002716066249772589,-0.00026719673287945713,-0.00027724024059728374,-0.00024162736944362203,-0.0003512857035891422,-0.0003159831030396882,-0.00030447828400240895,-0.0001660909060827863,-0.00030904536836193116,-0.0003008674767099826,-0.00031633732089157994,-0.0002828498540215541,-0.00021647653907955517,-0.0002984980966033531,-0.00028990112958380496,-0.00027299999940338633,-0.00038840003186792644,-0.00034922351226137537,-0.00028995820066102517,-0.0003038251979792844,-0.0003491718797047303,-0.0002721546977515056,-0.00032941816277322865,-0.0002489571284114362,-0.0001761718040408101,-0.0002810702661905645,-0.00025916696427367243,-0.00028968902894707345,-0.000319755596224752,-0.0003459719272110887,-0.0003367686437841053,-0.00021576057811580144,-0.00034689933422725716,-0.00023835877545007442,-0.00026704019860750996,-0.0002925379424015305,-0.00031850271230954156,-0.00032450680320687613,-0.00026737706641977133,-0.0002782618644495181,-0.0003661350371875146,-0.00031787736895037643,-0.00025574537617054,-0.00030560020108546545,-0.00038798888308997834,-0.00027557145515252814,-0.00043712148158068603,-0.0005800780531284425,path:hsa00071
7,-0.00021473664213667116,-0.00024278451661346423,-0.0002905529407010334,-0.0002962651656935056,-0.00027490355161486843,-0.0002262825253264341,-0.0002778505459186873,-0.00025088450320745546,-0.00022716115639502595,-0.0002469874221249134,-0.00019507749747997414,-0.00023337626441899913,-0.00022799955574278854,-0.0002649846198363725,-0.000255301616062603,-0.00026311824533556383,-0.0002644755655218841,-0.00024377113008729138,-0.00025563149400034083,-0.0002874605768914233,-0.0002970305587400162,-0.00028754805096961676,-0.00023323328948402934,-0.00026349915869430736,-0.000282302379895737,-0.00028626232477275694,-0.0002476352376989786,-0.00029344821599252234,-0.0002864725536743919,-0.00030655858341992713,-0.00022978391049555317,-0.000269197903395767,-0.0002967424857451933,-0.00024986528342535333,-0.0003144982990886297,-0.0002972305464349666,-0.00024603542982951055,-0.00024964719767336707,-0.0002986914835904413,-0.00021315750548794526,-0.0002592222856255998,-0.0002599161175011016,-0.00029389426685816426,-0.00023024020160450484,-0.0002839984268751854,-0.0002504803992852734,-0.00023589879451469938,-0.00021521705943918014,-0.00023326666004642896,-0.0003275035495676536,-0.00028830357489495104,-0.0002636829115202625,-0.0002720021806758027,-0.00022406942764934993,-0.0002769972690461865,-0.00030270939804147935,-0.00024292919728212373,-0.00021049655943019448,-0.00028053076648372835,-0.0002608701690206842,-0.00023604668799292062,-0.00023901087479699196,-0.0002627867424557331,-0.00019251696403066896,-0.00026946766463796854,-0.00024051037259378868,-0.00023838766287888826,-0.00024659300141732196,-0.00021676264206679059,-0.0003041555220683927,-0.00027995441592592473,-0.00027392887802554967,-0.00017842492123089848,-0.0002678570868606119,-0.0002645827756406465,-0.0002830662353297973,-0.0002468779713004047,-0.0002011628826310972,-0.0002638729563339879,-0.0002516517232181576,-0.00024288071008421192,-0.0003324768670576178,-0.00029917351465313415,-0.00025599585680939526,-0.0002635471380950317,-0.0003001872189862856,-0.00023631073068540256,-0.0002912346616850908,-0.00022708494159395324,-0.00018239913152175423,-0.0002485100106273958,-0.00023014640111375078,-0.0002526401529376584,-0.000282934299378825,-0.00029344318800002825,-0.00029179804547291776,-0.00020819745369242637,-0.0002954668017100804,-0.00021691183568495046,-0.00023607875770593489,-0.0002515205895735795,-0.00027580680650486134,-0.00027198454968468505,-0.00024058815300198429,-0.00024032868123607178,-0.00031101395369756446,-0.0002783540468961602,-0.00022947418395025346,-0.0002703241695890799,-0.0003312257693258669,-0.0002438785824630331,-0.0003717904222477705,-0.0004978181802524764,path:hsa04670
8,-0.0002518688801579734,-0.00028525369241725067,-0.0003411581556149783,-0.00034868969200058136,-0.0003244366844727046,-0.0002670901012946419,-0.000328569093673274,-0.0002956097253499252,-0.0002683760106409398,-0.0002915372564151045,-0.00023037261125572522,-0.0002764067755403758,-0.0002671243672367062,-0.0003115952595002502,-0.000302695439763805,-0.00030630722842948693,-0.0003112416643787141,-0.00028834129287358954,-0.000303347298422941,-0.000337905236754294,-0.00034752734648042067,-0.0003374240839298102,-0.00027413350870681655,-0.00030815992785400637,-0.0003307010864182214,-0.00033805431498341084,-0.0002925747201724153,-0.0003437783819394949,-0.0003384691318389806,-0.00035996962189204277,-0.0002700808437134133,-0.00031557508112903753,-0.0003496333242770541,-0.00029368751273945256,-0.00036784896378991625,-0.00034985375504819553,-0.0002913274812732875,-0.00029273215551109036,-0.00035167752763051074,-0.00025331898535705294,-0.0003040768684975223,-0.0003050095794055657,-0.00034600697377161336,-0.00027031339955449404,-0.0003311898752379451,-0.00029603203711585753,-0.0002790343089708163,-0.00025382499193139915,-0.00027230296788365927,-0.0003851902603357156,-0.00033641340984104563,-0.00031055319670819046,-0.0003169181541429464,-0.00026239257925031586,-0.00032521083535760946,-0.00035634847163662687,-0.00028301220266028387,-0.0002517945539170508,-0.0003290941896560887,-0.00030803132555395386,-0.00027607747482583556,-0.0002810459733863713,-0.00030820411909931073,-0.00022956475820617102,-0.00031529557090708354,-0.0002842547742521312,-0.0002794612514813561,-0.00028901402993606766,-0.00025692391087168146,-0.00035513475131622994,-0.0003285603357186371,-0.0003267539884183225,-0.00021030788733578175,-0.0003148772998383472,-0.00031014462632819487,-0.0003331815957353579,-0.00028652176256192775,-0.00023736532932838142,-0.0003106714847423158,-0.0002935952454688037,-0.00028571975721390316,-0.00038901366710350445,-0.00035059935406088277,-0.00030192987031723206,-0.00031189716293505396,-0.0003526612429651031,-0.0002770924833464891,-0.00034149682583666733,-0.0002685008457597493,-0.00021551635032064976,-0.00029311679397492834,-0.0002710858171203589,-0.0002959864134527108,-0.00033248614796822193,-0.00034372450524694503,-0.00034454136750753105,-0.0002468334216019149,-0.0003453161038612053,-0.0002547039943663484,-0.00027913912623256794,-0.0002931791072170282,-0.0003257731030368183,-0.00031874752979253593,-0.0002823074219322578,-0.00028256425771092835,-0.00036590359004916924,-0.00032610440544778897,-0.0002695610186102476,-0.0003167641568388464,-0.00038768593568277364,-0.00028969785017993725,-0.0004362822623096277,-0.0005817849904668221,path:hsa04550
9,-0.00017702619007286315,-0.00021467442095831238,-0.000247529792177471,-0.0002663848951872878,-0.0002326365103318858,-0.00020184486252263596,-0.00024086877680879867,-0.00022509217441838144,-0.00019065826110411241,-0.00022599022103169246,-0.00015638325730704642,-0.00020619117163345256,-0.00018697976402415198,-0.00024270744529230503,-0.00021919453835818122,-0.00023531503733100232,-0.00022371282537620766,-0.00021998056236804473,-0.00022245911341381658,-0.00024307461072738072,-0.00025970180661204223,-0.0002539654621125042,-0.00020123514196073561,-0.0002337109820414013,-0.0002542996473792552,-0.0002487562386817541,-0.00021247644965727435,-0.000260732526651769,-0.0002517131988168955,-0.0002709452420697839,-0.0001978861421524584,-0.0002433594183252323,-0.0002591989290370454,-0.00021995506969918783,-0.0002895930854016662,-0.00026585465007443075,-0.00021482260775336192,-0.00021377073966923074,-0.0002640111404622224,-0.0001698439338940087,-0.00022573975645584336,-0.00023698290122649884,-0.00025846712342565486,-0.00019616771604528187,-0.00025651888286404447,-0.00022154630635635387,-0.00020323851304536453,-0.0001813093891765075,-0.00021194922222670474,-0.0003033602845811341,-0.00024675108386011966,-0.00023910453750402221,-0.00024388506613661718,-0.00019437220195272153,-0.00023553123424096417,-0.00027759469402249267,-0.00020748324969874988,-0.0001659077962479007,-0.0002463155044154337,-0.00023131941336126046,-0.00021326190190803352,-0.00020086453123245517,-0.00023826269930941833,-0.00015062016949673565,-0.00024387141501419456,-0.00020923647048278306,-0.000207891613036574,-0.00021159153397180423,-0.00018296737002018192,-0.0002712129778247181,-0.00023892275013471376,-0.00023022810086226198,-0.0001313085957912544,-0.00023363032134523002,-0.00023876776603941997,-0.0002406152706950687,-0.00021814004845957592,-0.00016458799922553454,-0.0002314344434725689,-0.00021823584858442948,-0.00021492173832684375,-0.0003062490432585991,-0.00027518039676399295,-0.00022288762998643803,-0.00023062933869852137,-0.00026563960690820693,-0.000202200241419792,-0.0002524987026162681,-0.00019689758133871994,-0.00012597419991345262,-0.00022197221926340503,-0.000210735465647848,-0.0002291174477626407,-0.0002520183375763253,-0.00026387202334362804,-0.00025920949255067277,-0.0001711246484144951,-0.00026985455518238003,-0.00017590092293949018,-0.00021194552509750278,-0.00022594135741283456,-0.0002468417633778435,-0.00024527899790663946,-0.00020130156023546905,-0.00021581791890741436,-0.00028475364781747604,-0.00024154227281306307,-0.0001940061178380808,-0.00023497792719172266,-0.00030226532226694004,-0.0002083584780415234,-0.00034134529848633646,-0.0004520490363224583,path:hsa00630
